species,file_title,url,sha1,width,height,author,license,source_page,shot_type_guess
Dascyllus trimaculatus,"File:Damisela dominó (Dascyllus trimaculatus), Mahé, Seychelles, 2025-09-07, DD 78.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c3/Damisela_domin%C3%B3_%28Dascyllus_trimaculatus%29%2C_Mah%C3%A9%2C_Seychelles%2C_2025-09-07%2C_DD_78.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,f353258a19d6e7e17ba41df4c58c63f427cbdca2,3229,3229,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Damisela_domin%C3%B3_(Dascyllus_trimaculatus),_Mah%C3%A9,_Seychelles,_2025-09-07,_DD_78.jpg",unknown
Chaetodon ulietensis,File:Great barrier reef.JPG,https://upload.wikimedia.org/wikipedia/commons/9/9c/Great_barrier_reef.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,0d42051e77e056d33ba27047860f9d59e149465d,4000,3000,Wise Hok Wai Lum,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Great_barrier_reef.JPG,in_situ
Chaetodon ulietensis,File:Chaetodon ulietensis.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Chaetodon_ulietensis.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,8cc00a54dd2542fa4bafc55c9502e8e5fe25259d,2016,1528,Leonard Low from Australia,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Chaetodon_ulietensis.jpg,in_situ
Chaetodon ulietensis,File:Bep chaetodon ulietensis.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/Bep_chaetodon_ulietensis.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,c7abedcb8eab36a60eb44a497f76f38fc2d6c8b5,1024,768,Bernard E. Picton BernardP,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Bep_chaetodon_ulietensis.jpg,in_situ
Chaetodon ulietensis,File:Pacific double-saddle butterflyfish (Chaetodon ulietensis) and other Chaetodon Moorea.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/Pacific_double-saddle_butterflyfish_%28Chaetodon_ulietensis%29_and_other_Chaetodon_Moorea.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,df1c78560e8748dce950dfdf0cd128a1ef99ea18,8190,5462,Charles J. Sharp,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Pacific_double-saddle_butterflyfish_(Chaetodon_ulietensis)_and_other_Chaetodon_Moorea.jpg,unknown
Chaetodon ulietensis,File:Cook Islands IMG 6107 (8453057316).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f5/Cook_Islands_IMG_6107_%288453057316%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,badfd9780bc4a9f4c390e43dd9463e8715212ff6,5184,2973,"Christopher Johnson from Tokyo, Japan",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Cook_Islands_IMG_6107_(8453057316).jpg,unknown
Chaetodon ulietensis,File:Pacific double-saddle butterfly fish (Chaetodon ulietensis) Moorea.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Pacific_double-saddle_butterfly_fish_%28Chaetodon_ulietensis%29_Moorea.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,08c444ab77faa6bc0e07cb2f6e1fb51be8ed3210,4950,3301,Charles J. Sharp,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Pacific_double-saddle_butterfly_fish_(Chaetodon_ulietensis)_Moorea.jpg,unknown
Chaetodon ulietensis,File:Corl0448 (27688428724).jpg,https://upload.wikimedia.org/wikipedia/commons/6/6d/Corl0448_%2827688428724%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,95fb59f7ebe98df8e74d5aecb9269d59ef4ae27b,3749,1794,NOAA Photo Library,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Corl0448_(27688428724).jpg,unknown
Chaetodon ulietensis,File:Chaetodon ulietensis Pacific Double-saddle Butterflyfish by Nick Hobgood.jpg,https://upload.wikimedia.org/wikipedia/commons/7/74/Chaetodon_ulietensis_Pacific_Double-saddle_Butterflyfish_by_Nick_Hobgood.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,a15ddb1622a7291831a0f7593916947a42f9638b,3721,2770,Nhobgood,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Chaetodon_ulietensis_Pacific_Double-saddle_Butterflyfish_by_Nick_Hobgood.jpg,unknown
Chaetodon ulietensis,File:Chaetodon ulietensis Pacific Double-saddle Butterflyfish Beqa by Nick Hobgood.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Chaetodon_ulietensis_Pacific_Double-saddle_Butterflyfish_Beqa_by_Nick_Hobgood.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,bb9d72e9ff8f21c09f2946b52f13fc49e6dc84e8,3456,2649,Nhobgood,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Chaetodon_ulietensis_Pacific_Double-saddle_Butterflyfish_Beqa_by_Nick_Hobgood.jpg,unknown
Chaetodon ulietensis,File:Pacific double-saddle butterflyfish (Chaetodon ulietensis) (32396204187).jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Pacific_double-saddle_butterflyfish_%28Chaetodon_ulietensis%29_%2832396204187%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,bd697271cf077876ad21ffc65521aeba1aae68ea,3246,2435,Rickard Zerpe,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Pacific_double-saddle_butterflyfish_(Chaetodon_ulietensis)_(32396204187).jpg,unknown
Chaetodon ulietensis,"File:Chaetodon ulietensis, GBReef.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a3/Chaetodon_ulietensis%2C_GBReef.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,1a6f048c8a0ba7873f417785a0ffa58b2eb1c131,2757,1829,"Dr. Dwayne Meadows, NOAA",Public domain,"https://commons.wikimedia.org/wiki/File:Chaetodon_ulietensis,_GBReef.jpg",unknown
Chaetodon ulietensis,File:Corl0406 (27662086690).jpg,https://upload.wikimedia.org/wikipedia/commons/0/0a/Corl0406_%2827662086690%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,d06b434c28e6a105166abfda278c6341fef4241d,2745,1750,NOAA Photo Library,Public domain,https://commons.wikimedia.org/wiki/File:Corl0406_(27662086690).jpg,unknown
Synanceia verrucosa,"File:Pez piedra de arrecife (Synanceia verrucosa), Mahé, Seychelles, 2025-09-08, DD 222.jpg",https://upload.wikimedia.org/wikipedia/commons/1/17/Pez_piedra_de_arrecife_%28Synanceia_verrucosa%29%2C_Mah%C3%A9%2C_Seychelles%2C_2025-09-08%2C_DD_222.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,d3cc919fd8af501b8b491860ea6b026486ee4f0f,8688,5792,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Pez_piedra_de_arrecife_(Synanceia_verrucosa),_Mah%C3%A9,_Seychelles,_2025-09-08,_DD_222.jpg",in_situ
Synanceia verrucosa,"File:Pez piedra de arrecife (Synanceia verrucosa), Mahé, Seychelles, 2025-09-08, DD 226.jpg",https://upload.wikimedia.org/wikipedia/commons/0/07/Pez_piedra_de_arrecife_%28Synanceia_verrucosa%29%2C_Mah%C3%A9%2C_Seychelles%2C_2025-09-08%2C_DD_226.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,d9156e4ae690f72e43f029b375a41a97deece8f8,8688,5792,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Pez_piedra_de_arrecife_(Synanceia_verrucosa),_Mah%C3%A9,_Seychelles,_2025-09-08,_DD_226.jpg",in_situ
Synanceia verrucosa,"File:Pez piedra de arrecife (Synanceia verrucosa), Mauricio, 2025-09-24, DD 137.jpg",https://upload.wikimedia.org/wikipedia/commons/9/9d/Pez_piedra_de_arrecife_%28Synanceia_verrucosa%29%2C_Mauricio%2C_2025-09-24%2C_DD_137.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,81bface07086e1e1ae5479e6543abe975bec6979,8688,5792,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Pez_piedra_de_arrecife_(Synanceia_verrucosa),_Mauricio,_2025-09-24,_DD_137.jpg",in_situ
Synanceia verrucosa,"File:Pez piedra de arrecife (Synanceia verrucosa), Yeda, Arabia Saudita, 2025-05-21, DD 96.jpg",https://upload.wikimedia.org/wikipedia/commons/9/98/Pez_piedra_de_arrecife_%28Synanceia_verrucosa%29%2C_Yeda%2C_Arabia_Saudita%2C_2025-05-21%2C_DD_96.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,ce32f0ea348d49cb5413afd280ff8db020a3d17e,8688,5792,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Pez_piedra_de_arrecife_(Synanceia_verrucosa),_Yeda,_Arabia_Saudita,_2025-05-21,_DD_96.jpg",in_situ
Synanceia verrucosa,"File:Pez piedra de arrecife (Synanceia verrucosa), Mauricio, 2025-09-24, DD 01.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c8/Pez_piedra_de_arrecife_%28Synanceia_verrucosa%29%2C_Mauricio%2C_2025-09-24%2C_DD_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,2bc46224dfb02423971ed7c8b9e22e2cd3557bea,6986,4657,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Pez_piedra_de_arrecife_(Synanceia_verrucosa),_Mauricio,_2025-09-24,_DD_01.jpg",in_situ
Synanceia verrucosa,"File:Pez piedra de arrecife (Synanceia verrucosa), Mauricio, 2025-09-24, DD 136.jpg",https://upload.wikimedia.org/wikipedia/commons/7/7f/Pez_piedra_de_arrecife_%28Synanceia_verrucosa%29%2C_Mauricio%2C_2025-09-24%2C_DD_136.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,f879fc7f30d364a2c5f627de97904c6390f7cc2c,6721,4481,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Pez_piedra_de_arrecife_(Synanceia_verrucosa),_Mauricio,_2025-09-24,_DD_136.jpg",in_situ
Synanceia verrucosa,"File:Pez piedra de arrecife (Synanceia verrucosa), Mauricio, 2025-09-24, DD 28.jpg",https://upload.wikimedia.org/wikipedia/commons/e/ee/Pez_piedra_de_arrecife_%28Synanceia_verrucosa%29%2C_Mauricio%2C_2025-09-24%2C_DD_28.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,33b2f9c21c48cc38c1aa576a7cf1d60229480483,6320,4213,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Pez_piedra_de_arrecife_(Synanceia_verrucosa),_Mauricio,_2025-09-24,_DD_28.jpg",in_situ
Synanceia verrucosa,"File:Pez piedra de arrecife (Synanceia verrucosa), Mahé, Seychelles, 2025-09-10, DD 151.jpg",https://upload.wikimedia.org/wikipedia/commons/7/7a/Pez_piedra_de_arrecife_%28Synanceia_verrucosa%29%2C_Mah%C3%A9%2C_Seychelles%2C_2025-09-10%2C_DD_151.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,303a6ffe0602959ec32bac42a5b25d7ae6c36bba,5929,3953,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Pez_piedra_de_arrecife_(Synanceia_verrucosa),_Mah%C3%A9,_Seychelles,_2025-09-10,_DD_151.jpg",in_situ
Synanceia verrucosa,"File:Pez piedra de arrecife (Synanceia verrucosa), Mauricio, 2025-09-23, DD 36.jpg",https://upload.wikimedia.org/wikipedia/commons/3/31/Pez_piedra_de_arrecife_%28Synanceia_verrucosa%29%2C_Mauricio%2C_2025-09-23%2C_DD_36.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,466d0a60bca47ec8f6bf8e264acf8cbf859ac2ee,5792,5792,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Pez_piedra_de_arrecife_(Synanceia_verrucosa),_Mauricio,_2025-09-23,_DD_36.jpg",in_situ
Synanceia verrucosa,"File:Pez piedra de arrecife (Synanceia verrucosa), Mauricio, 2025-09-24, DD 29.jpg",https://upload.wikimedia.org/wikipedia/commons/8/8d/Pez_piedra_de_arrecife_%28Synanceia_verrucosa%29%2C_Mauricio%2C_2025-09-24%2C_DD_29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,7e96e404ff701590d28207f71fc053c1fa6f25ab,4999,4999,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Pez_piedra_de_arrecife_(Synanceia_verrucosa),_Mauricio,_2025-09-24,_DD_29.jpg",in_situ
Synanceia verrucosa,"File:Pez piedra de arrecife (Synanceia verrucosa), Mauricio, 2025-09-24, DD 30.jpg",https://upload.wikimedia.org/wikipedia/commons/5/5f/Pez_piedra_de_arrecife_%28Synanceia_verrucosa%29%2C_Mauricio%2C_2025-09-24%2C_DD_30.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,43306840786e204c1158096bd8fa54ae98e51505,4742,4742,Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Pez_piedra_de_arrecife_(Synanceia_verrucosa),_Mauricio,_2025-09-24,_DD_30.jpg",in_situ
Synanceia verrucosa,"File:Reef stonefish, Baltimore Aquarium.jpg",https://upload.wikimedia.org/wikipedia/commons/5/54/Reef_stonefish%2C_Baltimore_Aquarium.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,8c66c7ce25749e14a02b17d7c4d3ea260edb3c45,4576,3049,PlanespotterA320,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Reef_stonefish,_Baltimore_Aquarium.jpg",in_situ
Pomacanthus imperator,File:Emperor Angelfish (BYSA).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/Emperor_Angelfish_%28BYSA%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3c4f47f200d0ff7ddc63f2813400db64d1969597,2816,2112,http://www.freenaturepictures.com,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Emperor_Angelfish_(BYSA).jpg,in_situ
Pomacanthus imperator,File:CSIRO ScienceImage 2879 Tropical Reef Fish.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/CSIRO_ScienceImage_2879_Tropical_Reef_Fish.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,78784a1c4380cc08d2e4d4c3abd0b596e9be5b49,2657,1804,"Robert Kerton, CSIRO",CC BY 3.0,https://commons.wikimedia.org/wiki/File:CSIRO_ScienceImage_2879_Tropical_Reef_Fish.jpg,in_situ
Pomacanthus imperator,File:Emperor angelfish at North Sands DSC05718a.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b1/Emperor_angelfish_at_North_Sands_DSC05718a.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,f2564190f950207de8a3bb99577e2dcebd5290ba,2048,1536,Peter Southwood,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Emperor_angelfish_at_North_Sands_DSC05718a.jpg,in_situ
Pomacanthus imperator,File:Butterfly Fish (207959657).jpeg,https://upload.wikimedia.org/wikipedia/commons/d/d6/Butterfly_Fish_%28207959657%29.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,f8654b7de0448892632f1c4564ffef24f09ca07c,1536,2048,Nand Kapadia,CC BY 3.0,https://commons.wikimedia.org/wiki/File:Butterfly_Fish_(207959657).jpeg,in_situ
Pomacanthus imperator,"File:Emperor Angelfish, Pomacanthus imperator (38290163761).jpg",https://upload.wikimedia.org/wikipedia/commons/5/5e/Emperor_Angelfish%2C_Pomacanthus_imperator_%2838290163761%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,4ac38f6f31537cd36cd422c7a9a25e34ac896556,1484,1484,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:Emperor_Angelfish,_Pomacanthus_imperator_(38290163761).jpg",in_situ
Pomacanthus imperator,"File:Emperor Angelfish, Pomacanthus imperator at Elphinstone Reef, Red Sea, Egypt -SCUBA (6194697417).jpg",https://upload.wikimedia.org/wikipedia/commons/4/40/Emperor_Angelfish%2C_Pomacanthus_imperator_at_Elphinstone_Reef%2C_Red_Sea%2C_Egypt_-SCUBA_%286194697417%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,bd8fe73f29a133f100d6ab447d4083db43a975be,1024,693,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:Emperor_Angelfish,_Pomacanthus_imperator_at_Elphinstone_Reef,_Red_Sea,_Egypt_-SCUBA_(6194697417).jpg",in_situ
Pomacanthus imperator,"File:Emperor Angelfish, Pomacanthus imperator at Gota Abu Ramada, Red Sea, Egypt -SCUBA (6328926519).jpg",https://upload.wikimedia.org/wikipedia/commons/e/e9/Emperor_Angelfish%2C_Pomacanthus_imperator_at_Gota_Abu_Ramada%2C_Red_Sea%2C_Egypt_-SCUBA_%286328926519%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,10cba2147bfe466de3913cd16682157d71e3a17e,1024,721,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:Emperor_Angelfish,_Pomacanthus_imperator_at_Gota_Abu_Ramada,_Red_Sea,_Egypt_-SCUBA_(6328926519).jpg",in_situ
Pomacanthus imperator,"File:Emperor Angelfish, Pomacanthus imperator at Gota Kebir, Red Sea, Egypt -SCUBA (6325520683).jpg",https://upload.wikimedia.org/wikipedia/commons/3/34/Emperor_Angelfish%2C_Pomacanthus_imperator_at_Gota_Kebir%2C_Red_Sea%2C_Egypt_-SCUBA_%286325520683%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,38aff04f9e8ac26e1761df36e32a2cf8dc1fc591,1024,729,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:Emperor_Angelfish,_Pomacanthus_imperator_at_Gota_Kebir,_Red_Sea,_Egypt_-SCUBA_(6325520683).jpg",in_situ
Pomacanthus imperator,"File:Emperor Angelfish, Pomacanthus imperator at Shelenyat Reef, Red Sea, Egypt -SCUBA -UNDERWATER -PICTURES (6443170735).jpg",https://upload.wikimedia.org/wikipedia/commons/d/de/Emperor_Angelfish%2C_Pomacanthus_imperator_at_Shelenyat_Reef%2C_Red_Sea%2C_Egypt_-SCUBA_-UNDERWATER_-PICTURES_%286443170735%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,0878b0e8aef0512dd2526d41416a30a9c577b016,1024,691,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:Emperor_Angelfish,_Pomacanthus_imperator_at_Shelenyat_Reef,_Red_Sea,_Egypt_-SCUBA_-UNDERWATER_-PICTURES_(6443170735).jpg",in_situ
Pomacanthus imperator,"File:Emperor Angelfish, Pomacanthus imperator at Gota Abu Ramada, Red Sea, Egypt -SCUBA (6175900690).jpg",https://upload.wikimedia.org/wikipedia/commons/0/09/Emperor_Angelfish%2C_Pomacanthus_imperator_at_Gota_Abu_Ramada%2C_Red_Sea%2C_Egypt_-SCUBA_%286175900690%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,7728f15302e58067ca3f6908f5b2678017837833,984,768,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:Emperor_Angelfish,_Pomacanthus_imperator_at_Gota_Abu_Ramada,_Red_Sea,_Egypt_-SCUBA_(6175900690).jpg",in_situ
Pomacanthus imperator,File:Großer Imperator Kaiserfisch.jpg,https://upload.wikimedia.org/wikipedia/commons/9/93/Gro%C3%9Fer_Imperator_Kaiserfisch.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3fb9c209aa1be5c7e028ce0f94c3cf596c275725,5259,3429,Christian-wittmann-1964,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Gro%C3%9Fer_Imperator_Kaiserfisch.jpg,unknown
Pomacanthus imperator,"File:At Loro Parque, Tenerife 2019 150.jpg",https://upload.wikimedia.org/wikipedia/commons/f/ff/At_Loro_Parque%2C_Tenerife_2019_150.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,f8503d639a6e29c334b013918a40a7faa07ad6ca,5184,3456,Photograph by Mike Peel (www.mikepeel.net).,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:At_Loro_Parque,_Tenerife_2019_150.jpg",unknown
Mulloidichthys vanicolensis,File:Yellowfin Goatfishes (Mulloidichthys vanicolensis) (6096548663).jpg,https://upload.wikimedia.org/wikipedia/commons/1/10/Yellowfin_Goatfishes_%28Mulloidichthys_vanicolensis%29_%286096548663%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,a644862f77d2c53145155c5fdec357633b684f2f,4416,2649,Bernard DUPONT from FRANCE,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Yellowfin_Goatfishes_(Mulloidichthys_vanicolensis)_(6096548663).jpg,in_situ
Mulloidichthys vanicolensis,File:School of snappers and flame goatfish (36237767050).jpg,https://upload.wikimedia.org/wikipedia/commons/0/02/School_of_snappers_and_flame_goatfish_%2836237767050%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,f50d7d0954fc749333ff3c3e0df169f0c6d64a63,2584,2584,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,https://commons.wikimedia.org/wiki/File:School_of_snappers_and_flame_goatfish_(36237767050).jpg,in_situ
Mulloidichthys vanicolensis,File:Mimic goatfish coral reef Howland Island 2023.png,https://upload.wikimedia.org/wikipedia/commons/6/6c/Mimic_goatfish_coral_reef_Howland_Island_2023.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,73a8cd6eabaa3a2e63df8eea8ebe50989d1f3648,1338,870,NOAA Fisheries/Mia Lamirand,Public domain,https://commons.wikimedia.org/wiki/File:Mimic_goatfish_coral_reef_Howland_Island_2023.png,in_situ
Mulloidichthys vanicolensis,"File:A school and a reef at Fanous East Reef, Red Sea, Egypt -SCUBA -UNDERWATER -PICTURES (6536730533).jpg",https://upload.wikimedia.org/wikipedia/commons/2/2e/A_school_and_a_reef_at_Fanous_East_Reef%2C_Red_Sea%2C_Egypt_-SCUBA_-UNDERWATER_-PICTURES_%286536730533%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3c827ec6daf780a76dddd11aa17192b0d486d4e8,1024,768,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:A_school_and_a_reef_at_Fanous_East_Reef,_Red_Sea,_Egypt_-SCUBA_-UNDERWATER_-PICTURES_(6536730533).jpg",in_situ
Mulloidichthys vanicolensis,"File:A school and a reef at Fanous East Reef, Red Sea, Egypt -SCUBA -UNDERWATER -PICTURES (6536731033).jpg",https://upload.wikimedia.org/wikipedia/commons/1/1b/A_school_and_a_reef_at_Fanous_East_Reef%2C_Red_Sea%2C_Egypt_-SCUBA_-UNDERWATER_-PICTURES_%286536731033%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,42235adf38d650788248737eb15be3020264bb19,1024,768,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:A_school_and_a_reef_at_Fanous_East_Reef,_Red_Sea,_Egypt_-SCUBA_-UNDERWATER_-PICTURES_(6536731033).jpg",in_situ
Mulloidichthys vanicolensis,"File:School of Flame Goatfish or Yellowfin Goatfish, Mulloidichthys vanicolensis, at Gota Abu Ramada, Red Sea, Egypt -SCUBA (6175906306).jpg",https://upload.wikimedia.org/wikipedia/commons/6/6b/School_of_Flame_Goatfish_or_Yellowfin_Goatfish%2C_Mulloidichthys_vanicolensis%2C_at_Gota_Abu_Ramada%2C_Red_Sea%2C_Egypt_-SCUBA_%286175906306%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,1ee7cc2224c17dd4af142a6fec0183f76af3150a,1024,768,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:School_of_Flame_Goatfish_or_Yellowfin_Goatfish,_Mulloidichthys_vanicolensis,_at_Gota_Abu_Ramada,_Red_Sea,_Egypt_-SCUBA_(6175906306).jpg",in_situ
Mulloidichthys vanicolensis,"File:School of Flame Goatfish or Yellowfin Goatfish, Mulloidichthys vanicolensis at Sataya Reef, Red Sea, Egypt -SCUBA (6395396261).jpg",https://upload.wikimedia.org/wikipedia/commons/6/66/School_of_Flame_Goatfish_or_Yellowfin_Goatfish%2C_Mulloidichthys_vanicolensis_at_Sataya_Reef%2C_Red_Sea%2C_Egypt_-SCUBA_%286395396261%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,113437668bb5291d368d96d00587c302cbeb5b2d,1024,768,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:School_of_Flame_Goatfish_or_Yellowfin_Goatfish,_Mulloidichthys_vanicolensis_at_Sataya_Reef,_Red_Sea,_Egypt_-SCUBA_(6395396261).jpg",in_situ
Mulloidichthys vanicolensis,"File:School of yellow goatfish swimming over German dive boat wreck at at Shaab Marsa Alam, Red Sea, Egypt -SCUBA (6363414185).jpg",https://upload.wikimedia.org/wikipedia/commons/b/b7/School_of_yellow_goatfish_swimming_over_German_dive_boat_wreck_at_at_Shaab_Marsa_Alam%2C_Red_Sea%2C_Egypt_-SCUBA_%286363414185%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,d6272fe0d4e266454c990e87dbd564a1e275edc6,1024,768,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:School_of_yellow_goatfish_swimming_over_German_dive_boat_wreck_at_at_Shaab_Marsa_Alam,_Red_Sea,_Egypt_-SCUBA_(6363414185).jpg",in_situ
Mulloidichthys vanicolensis,"File:School of Flame Goatfish or Yellowfin Goatfish, Mulloidichthys vanicolensis at Marsa Shouna, Red Sea, Egypt -SCUBA (6234309581).jpg",https://upload.wikimedia.org/wikipedia/commons/5/58/School_of_Flame_Goatfish_or_Yellowfin_Goatfish%2C_Mulloidichthys_vanicolensis_at_Marsa_Shouna%2C_Red_Sea%2C_Egypt_-SCUBA_%286234309581%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,a3097dec1ad25e0d0c9bddadbd0c3116f0f50176,576,768,"Derek Keats from Johannesburg, South Africa",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:School_of_Flame_Goatfish_or_Yellowfin_Goatfish,_Mulloidichthys_vanicolensis_at_Marsa_Shouna,_Red_Sea,_Egypt_-SCUBA_(6234309581).jpg",in_situ
