species,photo_id,url,license,author,author_login,observed_on,source_page,attribution,sha256
Chaetodon lunulatus,598378967,https://inaturalist-open-data.s3.amazonaws.com/photos/598378967/medium.jpg,CC-BY 4.0,Cricket Raspet,chilipossum,2025-11-06,https://www.inaturalist.org/observations/330038698,"© Cricket Raspet, some rights reserved (CC-BY)",f2d2242938ae5bcd705825a7bc61b9c9571cd213ba0860e8744a042a15dd9f2f
Chaetodon lunulatus,386253676,https://inaturalist-open-data.s3.amazonaws.com/photos/386253676/medium.jpeg,CC-BY 4.0,Debra Baker,quokka2,2024-05-17,https://www.inaturalist.org/observations/218295561,"© Debra Baker, some rights reserved (CC-BY)",208d92bb726b06b8e8c9b86d664f6b4db475c046d5613517a3f090a85d8b6d31
Chaetodon lunulatus,412120790,https://inaturalist-open-data.s3.amazonaws.com/photos/412120790/medium.jpeg,CC-BY 4.0,Hugo Innes,hugo_innes,2024-07-22,https://www.inaturalist.org/observations/232000842,"© Hugo Innes, some rights reserved (CC-BY)",d65e40d39958c9fc58d0d81ab226f1090d45ecb5f876eff947350b4a181c2939
Chaetodon lunulatus,537855803,https://inaturalist-open-data.s3.amazonaws.com/photos/537855803/medium.jpg,CC-BY 4.0,Pierre Pericard,ppericard,2025-07-11,https://www.inaturalist.org/observations/298588489,"© Pierre Pericard, some rights reserved (CC-BY)",5d115541c5b27eccb09fc27a60802f42ccd5e023fe16c66568865f7436d00d0b
Chaetodon lunulatus,248645980,https://inaturalist-open-data.s3.amazonaws.com/photos/248645980/medium.jpg,CC-BY 4.0,Steven Lamonde,slamonde,2022-12-04,https://www.inaturalist.org/observations/144822046,"© Steven Lamonde, some rights reserved (CC-BY)",25942099b7ce9aacd867b1084f4834b61ba53ff3fd17a00ea076b5df298b273a
Chaetodon lunulatus,248579247,https://inaturalist-open-data.s3.amazonaws.com/photos/248579247/medium.jpg,CC-BY 4.0,Steven Lamonde,slamonde,2022-12-01,https://www.inaturalist.org/observations/144787835,"© Steven Lamonde, some rights reserved (CC-BY)",f4b466801c2019ef834047e13449144cb262cbc8d731f1e82670efa5d758b97b
Chaetodon lunulatus,248579260,https://inaturalist-open-data.s3.amazonaws.com/photos/248579260/medium.jpg,CC-BY 4.0,Steven Lamonde,slamonde,2022-12-01,https://www.inaturalist.org/observations/144787835,"© Steven Lamonde, some rights reserved (CC-BY)",b9650c829fdf92395c22848f2a71a84f76a12a42c98db0fe5b52e6162e2c8cf6
Chaetodon lunulatus,248579242,https://inaturalist-open-data.s3.amazonaws.com/photos/248579242/medium.jpg,CC-BY 4.0,Steven Lamonde,slamonde,2022-12-01,https://www.inaturalist.org/observations/144787835,"© Steven Lamonde, some rights reserved (CC-BY)",7ce2d2387f0fa5cdd5983556b6c7c5ddb6adc79019796252f2b2a6dbfe1676e1
Chaetodon lunulatus,29041076,https://inaturalist-open-data.s3.amazonaws.com/photos/29041076/medium.jpg,CC-BY 4.0,Vsevolod Rudyi,ruseva,2016-01-11,https://www.inaturalist.org/observations/18943462,"© Vsevolod Rudyi, some rights reserved (CC-BY)",74afb27d0aea99bfa1a095ab59071e3c13f1cb02ded8c74452dbeb9872136608
Chaetodon lunulatus,622416963,https://inaturalist-open-data.s3.amazonaws.com/photos/622416963/medium.jpg,CC-BY 4.0,PampaSorro,pampasorro,2026-03-07,https://www.inaturalist.org/observations/341852661,"© PampaSorro, some rights reserved (CC-BY)",9ae5031ce75729a24c8caec4b4244de93a8c1dfe9cc5aa6342e3e8652688ea0b
Chaetodon lunulatus,635079220,https://inaturalist-open-data.s3.amazonaws.com/photos/635079220/medium.jpg,CC-BY 4.0,Min-Hsuan NI,minhsuan,2026-04-04,https://www.inaturalist.org/observations/348238843,"© Min-Hsuan NI, some rights reserved (CC-BY)",f1ec56293454321540d5101992eb6a3a9038e645adcebc45a6dff1422623f40f
Chaetodon lunulatus,529001510,https://inaturalist-open-data.s3.amazonaws.com/photos/529001510/medium.jpg,CC-BY 4.0,Solomon Islands Fish ID Project,solomonislandsproject,2023-01-09,https://www.inaturalist.org/observations/293922817,"© Solomon Islands Fish ID Project, some rights reserved (CC-BY)",68942211c7deee107de9bb55eec0ceb3def49735ec0042937b82466ffa05a38c
Chaetodon lunulatus,428564004,https://inaturalist-open-data.s3.amazonaws.com/photos/428564004/medium.jpeg,CC-BY 4.0,Jessica Utrup,jessbu,2024-09-07,https://www.inaturalist.org/observations/240539749,"© Jessica Utrup, some rights reserved (CC-BY)",06d4fbad9d2d93e191cd69394ff93235ef83322634760a5a6f1a2ad58c838838
Chaetodon lunulatus,297003035,https://inaturalist-open-data.s3.amazonaws.com/photos/297003035/medium.jpeg,CC-BY 4.0,Leon Perrie,leonperrie,2023-06-29,https://www.inaturalist.org/observations/171175668,"© Leon Perrie, some rights reserved (CC-BY)",877460b92b7459e47ee6b9f436b3f395a5e302a1d3a9aaebac3a60de8ca33250
Chaetodon lunulatus,297003028,https://inaturalist-open-data.s3.amazonaws.com/photos/297003028/medium.jpeg,CC-BY 4.0,Leon Perrie,leonperrie,2023-06-29,https://www.inaturalist.org/observations/171175668,"© Leon Perrie, some rights reserved (CC-BY)",0e3b886e079c06fb5c0aec504a95452a7b1be4edd9bd4be7e7611d1480918955
Chaetodon lunulatus,297656356,https://inaturalist-open-data.s3.amazonaws.com/photos/297656356/medium.jpeg,CC-BY 4.0,Leon Perrie,leonperrie,2023-07-01,https://www.inaturalist.org/observations/171529765,"© Leon Perrie, some rights reserved (CC-BY)",ac661704cd235c70ca742d0dce663c8783abfb766caac3f6f466f5ec752cd1ca
Chaetodon lunulatus,318707202,https://inaturalist-open-data.s3.amazonaws.com/photos/318707202/medium.png,CC-BY 4.0,Solomon Islands Fish ID Project,solomonislandsproject,2023-01-01,https://www.inaturalist.org/observations/182755884,"© Solomon Islands Fish ID Project, some rights reserved (CC-BY)",4c06a96d47fcf7edc36b8a5454d5a3120015b8cfd57bc0c7f8902c847e65b6ee
Chaetodon lunulatus,352668514,https://inaturalist-open-data.s3.amazonaws.com/photos/352668514/medium.png,CC-BY 4.0,Slunky,slunky,2024-01-20,https://www.inaturalist.org/observations/199944419,"© Slunky, some rights reserved (CC-BY)",5d0febb302d6a2a06c94d05d1bc04a9b56dba02525201526269bd9937205d997
Chaetodon lunulatus,348412847,https://inaturalist-open-data.s3.amazonaws.com/photos/348412847/medium.jpeg,CC-BY 4.0,Oscar Dove,oscar_dove,2023-09-16,https://www.inaturalist.org/observations/197771607,"© Oscar Dove, some rights reserved (CC-BY)",081d8fd2b095443b5e872f8902b55c7c97249f4d0bb3aa0ae53cc411f01a4cb2
Chaetodon lunulatus,447923480,https://inaturalist-open-data.s3.amazonaws.com/photos/447923480/medium.png,CC-BY 4.0,Rachel Crane,rachelonthereef,2024-03-14,https://www.inaturalist.org/observations/250450614,"© Rachel Crane, some rights reserved (CC-BY)",f94d44193b4ab0f58d82839993a1b5642621e2fdff13b1cf005b4ad9c7982ac9
Chaetodon lunulatus,482558721,https://inaturalist-open-data.s3.amazonaws.com/photos/482558721/medium.jpg,CC-BY 4.0,Susan Prior,susanprior,2025-03-23,https://www.inaturalist.org/observations/268485863,"© Susan Prior, some rights reserved (CC-BY)",f2bca9a65d459760e8d4059ea8c95be492e74882533c7be82371fb5d404f2d1a
Chaetodon ocellatus,540068424,https://inaturalist-open-data.s3.amazonaws.com/photos/540068424/medium.jpg,CC-BY 4.0,Zakqary Roy,zakqaryroy,2025-07-21,https://www.inaturalist.org/observations/299762900,"© Zakqary Roy, some rights reserved (CC-BY)",bbfb90cbc05096f4e4203dce0810cf19efc5835a7fae873a755dd8bc25d93a7d
Chaetodon ocellatus,254340843,https://inaturalist-open-data.s3.amazonaws.com/photos/254340843/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2023-01-31,https://www.inaturalist.org/observations/147774552,"© Robin White, some rights reserved (CC-BY)",ef905d461eae2f4981bfd9c92c7412740daaee4cecce2796b747b461499dcd6c
Chaetodon ocellatus,390149223,https://inaturalist-open-data.s3.amazonaws.com/photos/390149223/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2024-06-03,https://www.inaturalist.org/observations/220367115,"© Robin White, some rights reserved (CC-BY)",79d9264d25dae6b73f31046d31c2fb34af3dbfe58b46391388a7c36e93c1ab0c
Chaetodon ocellatus,390149244,https://inaturalist-open-data.s3.amazonaws.com/photos/390149244/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2024-06-03,https://www.inaturalist.org/observations/220367115,"© Robin White, some rights reserved (CC-BY)",761c5bd69ca65359526d2dcbfa87b84a8305337f5e28e636908d168218ab2c7c
Chaetodon ocellatus,390149271,https://inaturalist-open-data.s3.amazonaws.com/photos/390149271/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2024-06-03,https://www.inaturalist.org/observations/220367115,"© Robin White, some rights reserved (CC-BY)",8d441fd01bd9b4966b7d33185370dc5413ed227c96b2b59b4e73872cc34b26fb
Chaetodon ocellatus,344097780,https://inaturalist-open-data.s3.amazonaws.com/photos/344097780/medium.jpg,CC-BY 4.0,Masked Lynx,maskedlynx,2023-12-31,https://www.inaturalist.org/observations/195571579,"© Masked Lynx, some rights reserved (CC-BY)",e614dc759bef42b818bf90e2578567380eec0f1910cb33c37c2dda4675a58045
Chaetodon ocellatus,426166571,https://inaturalist-open-data.s3.amazonaws.com/photos/426166571/medium.png,CC-BY 4.0,Zakqary Roy,zakqaryroy,2024-09-01,https://www.inaturalist.org/observations/239298902,"© Zakqary Roy, some rights reserved (CC-BY)",394e8b71659e1a58942cab27b3514afe2dc73d1177d5ebd6191c27296e49c08d
Chaetodon ocellatus,469596115,https://inaturalist-open-data.s3.amazonaws.com/photos/469596115/medium.jpeg,CC-BY 4.0,Liam Steele,liamsteele,2025-02-08,https://www.inaturalist.org/observations/261394184,"© Liam Steele, some rights reserved (CC-BY)",e4a326fbada71cf6654c685fb08ef427be721b2e8f5d42d8b4333b056e281044
Chaetodon ocellatus,456109475,https://inaturalist-open-data.s3.amazonaws.com/photos/456109475/medium.jpeg,CC-BY 4.0,Roger Rittmaster,rogerritt,2024-11-29,https://www.inaturalist.org/observations/254663223,"© Roger Rittmaster, some rights reserved (CC-BY)",9605b7262f61099922305bfa7a87a0322fde65d83d996d761de3fc2f1dbe2d7c
Chaetodon ocellatus,353653952,https://inaturalist-open-data.s3.amazonaws.com/photos/353653952/medium.jpeg,CC-BY 4.0,Dan Riley,driley,2024-02-21,https://www.inaturalist.org/observations/200450675,"© Dan Riley, some rights reserved (CC-BY)",80e15741ead0fdd29b414a9eaf11a38c07eda6e916d31c63cf567d02c20dd12d
Chaetodon ocellatus,355001922,https://inaturalist-open-data.s3.amazonaws.com/photos/355001922/medium.jpeg,CC-BY 4.0,Ian Adams,iadams,2024-02-08,https://www.inaturalist.org/observations/201136123,"© Ian Adams, some rights reserved (CC-BY)",fc9431e16af4e47efca1d68b4270fa4e46d71a55192942cff35a759c64a39536
Chaetodon ocellatus,242011987,https://inaturalist-open-data.s3.amazonaws.com/photos/242011987/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-08-13,https://www.inaturalist.org/observations/141288455,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",276d8a654c4f818313a8fcd91dbfd3d02d3f5732b40be47341f793e3fa83a811
Chaetodon ocellatus,260369991,https://inaturalist-open-data.s3.amazonaws.com/photos/260369991/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2007-05-24,https://www.inaturalist.org/observations/150946226,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",c88fa9a5a0091c8f8f1b7c325516ea58cc54f25eb915f0b93dc28a1374f2fa78
Chaetodon ocellatus,248094449,https://inaturalist-open-data.s3.amazonaws.com/photos/248094449/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2000-07-29,https://www.inaturalist.org/observations/144539343,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",f8973461eb971a399a8d6782e23b293f65e693c68d3d26e7e16482ab12108641
Chaetodon ocellatus,416166125,https://inaturalist-open-data.s3.amazonaws.com/photos/416166125/medium.jpeg,CC-BY 4.0,Zakqary Roy,zakqaryroy,2024-08-06,https://www.inaturalist.org/observations/234124422,"© Zakqary Roy, some rights reserved (CC-BY)",aeea45f9797cf30508df54944b911a35a186e847ece6894f6cb0cad50396f604
Chaetodon ocellatus,265250084,https://inaturalist-open-data.s3.amazonaws.com/photos/265250084/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2011-05-29,https://www.inaturalist.org/observations/153566631,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",fa29ad90a9047d7f0e7cad8457d91d049f13ca597586a8cc3eea64f40dafbbed
Chaetodon ocellatus,167957134,https://inaturalist-open-data.s3.amazonaws.com/photos/167957134/medium.jpg,CC-BY 4.0,João D'Andretta,jpdandretta,2021-10-21,https://www.inaturalist.org/observations/100618158,"© João D'Andretta, some rights reserved (CC-BY)",3c4bcf17a66c53850772f63f2bf0538ebfcc5880f573b162280b4fd4805c2656
Chaetodon ocellatus,706947745,https://inaturalist-open-data.s3.amazonaws.com/photos/706947745/medium.jpg,CC-BY 4.0,Jay Brasher,jbrasher,2024-09-16,https://www.inaturalist.org/observations/386124952,"© Jay Brasher, some rights reserved (CC-BY)",b7cc5e6d53b9d553ac63b8a7ce233a6448fbb835270065b15f3696f0ae92dca2
Chaetodon ocellatus,600818790,https://inaturalist-open-data.s3.amazonaws.com/photos/600818790/medium.jpg,CC-BY 4.0,brendanboyd,brendanboyd,2011-03-31,https://www.inaturalist.org/observations/331225700,"© brendanboyd, some rights reserved (CC-BY)",b484b12444d292fbbbe645d37278b06c393b9ee04e4367b65e687873cc83e8eb
Chaetodon ocellatus,709622445,https://inaturalist-open-data.s3.amazonaws.com/photos/709622445/medium.jpg,CC-BY 4.0,ian bullock,iantb,2026-08-01,https://www.inaturalist.org/observations/387520015,"© ian bullock, some rights reserved (CC-BY)",be4174fc71c85f1d233efce18058113534263a569c924e645ece3c36b8cf1ffc
Chaetodon reticulatus,331300801,https://inaturalist-open-data.s3.amazonaws.com/photos/331300801/medium.jpeg,CC-BY 4.0,Debra Baker,quokka2,2023-10-23,https://www.inaturalist.org/observations/189171012,"© Debra Baker, some rights reserved (CC-BY)",34630adeab351b217edb726a8d3def41364a9b9f075083396832222ed3e984b8
Chaetodon reticulatus,331141480,https://inaturalist-open-data.s3.amazonaws.com/photos/331141480/medium.jpeg,CC-BY 4.0,Debra Baker,quokka2,2023-10-23,https://www.inaturalist.org/observations/189090541,"© Debra Baker, some rights reserved (CC-BY)",4ce1d3bf05f1e7ba0deac11d4a10149e851fa629c0c01a91191c8caeda90061a
Chaetodon reticulatus,393837273,https://inaturalist-open-data.s3.amazonaws.com/photos/393837273/medium.jpeg,CC-BY 4.0,Matt Muir,muir,2024-05-30,https://www.inaturalist.org/observations/222358996,"© Matt Muir, some rights reserved (CC-BY)",42b58021f1eed0e2352cca1759d308f22a1b614c09a65356fe9996375cf22da7
Chaetodon reticulatus,393837286,https://inaturalist-open-data.s3.amazonaws.com/photos/393837286/medium.jpeg,CC-BY 4.0,Matt Muir,muir,2024-05-30,https://www.inaturalist.org/observations/222358996,"© Matt Muir, some rights reserved (CC-BY)",b4e4120f08fe84dcfa3a3642f9607881948d69f954b4f1482a22346547b5450a
Chaetodon reticulatus,393837291,https://inaturalist-open-data.s3.amazonaws.com/photos/393837291/medium.jpeg,CC-BY 4.0,Matt Muir,muir,2024-05-30,https://www.inaturalist.org/observations/222358996,"© Matt Muir, some rights reserved (CC-BY)",2da429d3b1bd3d97deca17ac7102e9df2b27b4de8dc103ea3b27a8ff83954dde
Chaetodon reticulatus,245514548,https://inaturalist-open-data.s3.amazonaws.com/photos/245514548/medium.jpg,CC-BY 4.0,Debra Baker,quokka2,2021-07-21,https://www.inaturalist.org/observations/143171221,"© Debra Baker, some rights reserved (CC-BY)",ba5eddb99bebb950bf5a2924ab46a427208e0a59b6e029588744d1a80ea0327c
Chaetodon reticulatus,245514564,https://inaturalist-open-data.s3.amazonaws.com/photos/245514564/medium.jpg,CC-BY 4.0,Debra Baker,quokka2,2021-07-21,https://www.inaturalist.org/observations/143171221,"© Debra Baker, some rights reserved (CC-BY)",e3c74de49a5c0a0be698774c879d6aa18407e1b037c422ead7c2a5d123144216
Chaetodon reticulatus,357898601,https://inaturalist-open-data.s3.amazonaws.com/photos/357898601/medium.jpeg,CC-BY 4.0,Debra Baker,quokka2,2021-09-05,https://www.inaturalist.org/observations/202632295,"© Debra Baker, some rights reserved (CC-BY)",289f966e8dc00cdf9cc8aba81654c4a3a8c92dcc25f530b424e85ef6636cba14
Chaetodon reticulatus,447953338,https://inaturalist-open-data.s3.amazonaws.com/photos/447953338/medium.png,CC-BY 4.0,Rachel Crane,rachelonthereef,2024-03-17,https://www.inaturalist.org/observations/250464902,"© Rachel Crane, some rights reserved (CC-BY)",23727333e1f550c7d316ac4eca3d538d2c07181025eb5370cbbbe29804641331
Chaetodon reticulatus,482932535,https://inaturalist-open-data.s3.amazonaws.com/photos/482932535/medium.jpeg,CC-BY 4.0,Michael Berardozzi,berardom,2011-08-01,https://www.inaturalist.org/observations/268655105,"© Michael Berardozzi, some rights reserved (CC-BY)",0532a041a9c016aba581daab325b9dad9018d7232db6486950fd4839ab40f103
Chaetodon reticulatus,482932557,https://inaturalist-open-data.s3.amazonaws.com/photos/482932557/medium.jpeg,CC-BY 4.0,Michael Berardozzi,berardom,2011-08-01,https://www.inaturalist.org/observations/268655105,"© Michael Berardozzi, some rights reserved (CC-BY)",41a22f1c566b6e1f419db64725e33a3a527ae5111883836018d65ed67797646e
Chaetodon reticulatus,482932563,https://inaturalist-open-data.s3.amazonaws.com/photos/482932563/medium.jpeg,CC-BY 4.0,Michael Berardozzi,berardom,2011-08-01,https://www.inaturalist.org/observations/268655105,"© Michael Berardozzi, some rights reserved (CC-BY)",b9f20acd4a8192ad5be323b72b125f30bb7ae5a5338f87de7a1ed896c2ebd339
Chaetodon reticulatus,360147043,https://inaturalist-open-data.s3.amazonaws.com/photos/360147043/medium.jpeg,CC-BY 4.0,Debra Baker,quokka2,2024-03-22,https://www.inaturalist.org/observations/203815165,"© Debra Baker, some rights reserved (CC-BY)",7d4856ee8d99a928836c514d57eedde7c34e79d69bf6f84785bd6e1dc3fb7355
Chaetodon reticulatus,328880107,https://inaturalist-open-data.s3.amazonaws.com/photos/328880107/medium.jpeg,CC-BY 4.0,Debra Baker,quokka2,2023-10-18,https://www.inaturalist.org/observations/187987810,"© Debra Baker, some rights reserved (CC-BY)",acdb08e8ab39410d61a1a8003442e393d47b7a94a1f9a8eccd470fca23f511a9
Chaetodon reticulatus,293922258,https://inaturalist-open-data.s3.amazonaws.com/photos/293922258/medium.jpg,CC-BY 4.0,Debra Baker,quokka2,2023-06-13,https://www.inaturalist.org/observations/169528732,"© Debra Baker, some rights reserved (CC-BY)",0d74c510317ae81055bbb7cfa9d9d0d2c9edff5ee01a37b1b45c61243b571915
Chaetodon reticulatus,444183386,https://inaturalist-open-data.s3.amazonaws.com/photos/444183386/medium.jpg,CC-BY 4.0,Debra Baker,quokka2,2024-10-02,https://www.inaturalist.org/observations/248578306,"© Debra Baker, some rights reserved (CC-BY)",8f25342fc4ca3aa0e2e63fef704b04b3b64951a75a2443cd02605d77adc25f25
Chaetodon reticulatus,14442157,https://inaturalist-open-data.s3.amazonaws.com/photos/14442157/medium.jpeg,CC-BY 4.0,Peter Nathaniel Boyer,peterboyer,2014-04-12,https://www.inaturalist.org/observations/10401471,"© Peter Nathaniel Boyer, some rights reserved (CC-BY)",e61b4f301948326ff60613a4cccca3a8638e5b659eceaff472b0c5d11ded3538
Chaetodon reticulatus,39854218,https://inaturalist-open-data.s3.amazonaws.com/photos/39854218/medium.jpg,CC-BY 4.0,desertnaturalist,desertnaturalist,2019-02-13,https://www.inaturalist.org/observations/25711437,"© desertnaturalist, some rights reserved (CC-BY)",472d9d4f7efa0290eb6242e4db786d4928532805649316edaa7d095919ae4456
Chaetodon reticulatus,335841219,https://inaturalist-open-data.s3.amazonaws.com/photos/335841219/medium.jpg,CC-BY 4.0,Debra Baker,quokka2,2021-08-08,https://www.inaturalist.org/observations/191441379,"© Debra Baker, some rights reserved (CC-BY)",96ae2362efeea1cef3788d471317597b516063276dba3bc9dd9ef8b6ef29bcd8
Chaetodon reticulatus,595457217,https://inaturalist-open-data.s3.amazonaws.com/photos/595457217/medium.jpg,CC-BY 4.0,Debra Baker,quokka2,2025-11-02,https://www.inaturalist.org/observations/328588773,"© Debra Baker, some rights reserved (CC-BY)",4fdf7aa4f1bb2427893abdea42ffff403b4590a573070edb5dfe1ecf50e03b08
Chaetodon reticulatus,595457220,https://inaturalist-open-data.s3.amazonaws.com/photos/595457220/medium.jpg,CC-BY 4.0,Debra Baker,quokka2,2025-11-02,https://www.inaturalist.org/observations/328588773,"© Debra Baker, some rights reserved (CC-BY)",7e89598f62fe94de2f1bba028545a9369694ea05d4c6a814daefb0fa7801917b
Chaetodon reticulatus,631710768,https://inaturalist-open-data.s3.amazonaws.com/photos/631710768/medium.jpg,CC-BY 4.0,Mike Burnett,m1burnett,2026-03-25,https://www.inaturalist.org/observations/346542182,"© Mike Burnett, some rights reserved (CC-BY)",5d37e7519779934b9f638c40ed4e9a10c0a7d2df61a5b5f2d66f5098b6a9ffaf
Chaetodon reticulatus,341124169,https://inaturalist-open-data.s3.amazonaws.com/photos/341124169/medium.jpg,CC-BY 4.0,Henrik Kibak,hkibak,2023-04-04,https://www.inaturalist.org/observations/194117328,"© Henrik Kibak, some rights reserved (CC-BY)",0b29b1273da12d6738a8d19c554caf182d96cf3696fb9687e40fb804a97ee0b2
Chaetodon reticulatus,341124162,https://inaturalist-open-data.s3.amazonaws.com/photos/341124162/medium.jpg,CC-BY 4.0,Henrik Kibak,hkibak,2023-04-04,https://www.inaturalist.org/observations/194117328,"© Henrik Kibak, some rights reserved (CC-BY)",cca6523761152c2e89bba3a84745c6afabf09acdcb645ff2a8dcc72ed4acac96
Chaetodon reticulatus,287199908,https://inaturalist-open-data.s3.amazonaws.com/photos/287199908/medium.jpeg,CC-BY 4.0,desertnaturalist,desertnaturalist,2023-05-20,https://www.inaturalist.org/observations/165882986,"© desertnaturalist, some rights reserved (CC-BY)",a677c340865f8f62c5ff95c0846f608e60b0cd5ceba5370cb9140d1282b3b660
Chaetodon reticulatus,122817797,https://inaturalist-open-data.s3.amazonaws.com/photos/122817797/medium.jpg,CC-BY 4.0,jeyre,jeyre,2021-04-10,https://www.inaturalist.org/observations/75103899,"© jeyre, some rights reserved (CC-BY)",8230c242d6b8bfebe7328b21a56754ef21b8f26f7c6bf989315d0e37288770bd
Chaetodon reticulatus,651120451,https://inaturalist-open-data.s3.amazonaws.com/photos/651120451/medium.jpg,CC-BY 4.0,Antoine MARNAT,antoine_m,2026-04-30,https://www.inaturalist.org/observations/357021740,"© Antoine MARNAT, some rights reserved (CC-BY)",91fc42548e82886b45a9130dcf1ab29c6ebd34ee3164e322e08b0cd402b89978
Chaetodon reticulatus,132997159,https://inaturalist-open-data.s3.amazonaws.com/photos/132997159/medium.jpg,CC-BY 4.0,jeyre,jeyre,2021-04-17,https://www.inaturalist.org/observations/81108046,"© jeyre, some rights reserved (CC-BY)",16f96d3d9c175105e1a975e0c862326def8dacc1e8caec2c3b4fbbfa458689ff
Chaetodon reticulatus,132997110,https://inaturalist-open-data.s3.amazonaws.com/photos/132997110/medium.jpg,CC-BY 4.0,jeyre,jeyre,2021-04-17,https://www.inaturalist.org/observations/81108046,"© jeyre, some rights reserved (CC-BY)",b1876ea1619214e214b5d9e70006e84ec084f394872e5f477af2497d6e67713f
Chaetodon reticulatus,132997361,https://inaturalist-open-data.s3.amazonaws.com/photos/132997361/medium.jpg,CC-BY 4.0,jeyre,jeyre,2021-04-17,https://www.inaturalist.org/observations/81108046,"© jeyre, some rights reserved (CC-BY)",e34e168dfebe8ccb5c6990b980a4c955a56479febb9b7af3313f1657c77d1563
Chaetodon sedentarius,178931645,https://inaturalist-open-data.s3.amazonaws.com/photos/178931645/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,1996-05-02,https://www.inaturalist.org/observations/106508589,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",23cf6847bf23707e11a19d9e2ab1ca737726fd8e6c6338534cfec555a22bfe34
Chaetodon sedentarius,248096031,https://inaturalist-open-data.s3.amazonaws.com/photos/248096031/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2000-07-29,https://www.inaturalist.org/observations/144540260,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",87b0fa49da2f01c61ab5f5a65bef0dbd96ce037808322fd57b6e5f3ed4125c16
Chaetodon sedentarius,110704360,https://inaturalist-open-data.s3.amazonaws.com/photos/110704360/medium.jpg,CC-BY 4.0,Bernard Picton,bernardpicton,2006-05-07,https://www.inaturalist.org/observations/68378437,"© Bernard Picton, some rights reserved (CC-BY)",60bd32a0be3e6da32fd79c055662b13cbc72140a662bd5a1fbd98e6f1c7aa01b
Chaetodon sedentarius,110704369,https://inaturalist-open-data.s3.amazonaws.com/photos/110704369/medium.jpg,CC-BY 4.0,Bernard Picton,bernardpicton,2006-05-07,https://www.inaturalist.org/observations/68378437,"© Bernard Picton, some rights reserved (CC-BY)",d06e214801642f164d1e304288dea738981bc6e3e9614d7872dd663a159267ae
Chaetodon sedentarius,465546408,https://inaturalist-open-data.s3.amazonaws.com/photos/465546408/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2023-01-19,https://www.inaturalist.org/observations/259353027,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",9bfc72a009685e573f2f85c2ff8cdeb9fd19c08b3201def4d2186cad324fc64d
Chaetodon sedentarius,528187933,https://inaturalist-open-data.s3.amazonaws.com/photos/528187933/medium.jpg,CC-BY 4.0,Josiah Londerée,gatorhawk,2025-06-26,https://www.inaturalist.org/observations/293463180,"© Josiah Londerée, some rights reserved (CC-BY)",b1e69062934fdc14bfa9ae1b31b56c48f36d2e8c3d7876035d1779b576e3c3bf
Chaetodon sedentarius,528188315,https://inaturalist-open-data.s3.amazonaws.com/photos/528188315/medium.jpg,CC-BY 4.0,Josiah Londerée,gatorhawk,2025-06-26,https://www.inaturalist.org/observations/293463180,"© Josiah Londerée, some rights reserved (CC-BY)",1074af854e7a1f190115e27303924a578dc1e612b10eaea466ff33e80d8f9b82
Chaetodon sedentarius,285836934,https://inaturalist-open-data.s3.amazonaws.com/photos/285836934/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2012-01-08,https://www.inaturalist.org/observations/165147196,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",a3951d5ffbce0ac9da925f72cd4dbe26172c065d03175a92c206f28030831083
Chaetodon sedentarius,48267083,https://inaturalist-open-data.s3.amazonaws.com/photos/48267083/medium.jpeg,CC-BY 4.0,Jaime Eduardo García Zúñiga,eduzuniga,2017-06-07,https://www.inaturalist.org/observations/30876865,"© Jaime Eduardo García Zúñiga, some rights reserved (CC-BY)",cb3c32435b996ea56d487bbf25e15e329a6231e304dbd0c986b933c211aff3aa
Chaetodon sedentarius,459218659,https://inaturalist-open-data.s3.amazonaws.com/photos/459218659/medium.jpg,CC-BY 4.0,er-birds,er-birds,2002-08-23,https://www.inaturalist.org/observations/256105513,"© er-birds, some rights reserved (CC-BY)",f8d7dd89887a667137a73fea5dba7455fa79f9f62fa3fcd166d8b56342368b16
